,the_geom,NAME,BIN,CNSTRCT_YR,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE,GLOBALID,index_right,Id
951625,"MULTIPOLYGON (((-73.96643150540844 40.77405930628049, -73.96646823294542 40.774007722663605, -73.9664573114564 40.774003228677124, -73.96653216154701 40.77389810412588, -73.96654352476207 40.77390278013521, -73.96657820263016 40.77385407569512, -73.96658282726128 40.773855978898496, -73.9666406262916 40.77387976261877, -73.96665137131393 40.77388418449665, -73.96661669348407 40.773932888058035, -73.96662641055264 40.77393688730457, -73.96655156175223 40.77404201101622, -73.96655078012239 40.774041689309804, -73.96653943701564 40.77403702231217, -73.96650270833314 40.7740886059512, -73.96646957669522 40.774074971706796, -73.96643150540844 40.77405930628049)))",Kerbs Boathouse (Model Boat Pond),1087579,1953.0,12/12/2023,Constructed,186368,20.16,2100,52.0,0,0,1011110001,1011110001,Photogramm,{BB327F8A-F5EA-490F-B475-E401B9D613D7},0,0
951963,"MULTIPOLYGON (((-73.95457078413556 40.790359050396766, -73.95460284894206 40.790378242794404, -73.95456447568098 40.79041527697144, -73.95453241086709 40.790396085463755, -73.95457078413556 40.790359050396766)))",,1090907,,03/02/2020,Constructed,1292228,12.0,1004,55.0,0,0,1011110001,1011110001,Other (Man,{A8BEED59-D348-41A1-BB93-1BC95B32EC96},0,0
969254,"MULTIPOLYGON (((-73.9689831616845 40.779476734636226, -73.96900969654949 40.7794454223123, -73.9689926520714 40.779435337506754, -73.96898362841132 40.77942590682131, -73.96897892857102 40.77941409457064, -73.96897976092002 40.779402334237226, -73.96898873304426 40.779390145654524, -73.96895475044843 40.779375692450564, -73.9689396950683 40.779395905566425, -73.96891710396548 40.77938629652058, -73.96891173156199 40.77938401139803, -73.96890508356884 40.77938118292821, -73.96889589860787 40.77937727677274, -73.96885997482224 40.7793619954554, -73.96885020240879 40.77935783879796, -73.96885635927333 40.779349474797435, -73.96886734892846 40.779334546541406, -73.96881449668038 40.779312065623095, -73.96883777516896 40.779280441783456, -73.96883474872905 40.77927984663359, -73.96883199027293 40.77927869954833, -73.9688296679854 40.779277069011364, -73.96882792397481 40.77927505501683, -73.96882686598418 40.77927278096277, -73.96882655673372 40.779270385543484, -73.96884207215794 40.77924930988537, -73.96884235783456 40.77924892094566, -73.96884467196193 40.77924773561008, -73.96884736849593 40.779247035748405, -73.96885027801555 40.779246863638534, -73.9688532168984 40.77924723093729, -73.96885600272256 40.7792481159833, -73.9688584578216 40.779249460195956, -73.96886042823273 40.779251181587995, -73.96886179317511 40.77925317116607, -73.96886246386033 40.77925530373633, -73.9688623988892 40.779257445112805, -73.96885979224282 40.7792609851828, -73.96890348320602 40.77927956893699, -73.96901265394781 40.77932201829858, -73.96904365167597 40.779279538238306, -73.9691322301422 40.779316886911936, -73.96909921019385 40.77936213729855, -73.9692303903762 40.77941744792105, -73.96918277485169 40.77948270178835, -73.96915525655167 40.779471097759945, -73.96911605713906 40.77952481751931, -73.96911422453597 40.77952732942895, -73.96911177790439 40.77953068224297, -73.96910932534556 40.77953404315985, -73.96910671631596 40.77953761835423, -73.96908278340386 40.77957041632611, -73.96902105018815 40.77954438694318, -73.96897094424776 40.77952325938979, -73.96897353668837 40.779519707607086, -73.96899527074646 40.77948992124552, -73.96899681530404 40.77948780458066, -73.96899839779353 40.779485636597336, -73.96899917185064 40.779484575113635, -73.9689831616845 40.779476734636226)))",Belvedere Castle Visitor Center,1083837,1872.0,03/16/2020,Constructed,1024387,25.0,2100,140.0,0,0,1011110001,1011110001,Other (Man,{C5D6DE3A-5023-4722-B8F1-3F76CB3F79C5},0,0
977364,"MULTIPOLYGON (((-73.97032084017096 40.78000556546256, -73.97029833650053 40.77999025203072, -73.97028315434636 40.78000314420609, -73.97025566250524 40.77998443728834, -73.97019802609006 40.77994521633993, -73.97026434828949 40.779888898966185, -73.9703016713643 40.779857207317264, -73.9703161862789 40.779844882283676, -73.9704372893494 40.779927291341124, -73.9704312797883 40.7799323947453, -73.97049666389518 40.77997688729876, -73.97039969665757 40.78005922504805, -73.97032084017096 40.78000556546256)))",Swedish Cottage Marionette Theater,1083824,1876.0,04/10/2020,Constructed,764456,27.0,2100,85.0,0,0,1011110001,1011110001,Other (Man,{E187B59A-BC4B-40E7-BA41-6BD0D326A3F0},0,0
977365,"MULTIPOLYGON (((-73.97101068603192 40.77262322058518, -73.9710519587916 40.77261825117992, -73.97108791641732 40.77262203061421, -73.97108995130777 40.772622244543996, -73.97103945741556 40.77274374664126, -73.97103628704139 40.772742465329095, -73.97099754027131 40.77272680303959, -73.97097527793468 40.77270388953779, -73.9709674300299 40.772672513135106, -73.97097988986081 40.77264263488223, -73.97101068603192 40.77262322058518)))",Bandshell,1088637,1923.0,04/10/2020,Constructed,1154086,42.0,2100,81.0,0,0,1011110001,1011110001,Other (Man,{FBDA3029-30FD-4A53-A94F-D11A5C7443F9},0,0
977366,"MULTIPOLYGON (((-73.9751871188952 40.7698375200618, -73.97529368859338 40.76982980763864, -73.97537917492534 40.7698861740364, -73.97537926610666 40.76988623348906, -73.97538038873196 40.76990931453105, -73.97538162891146 40.76993480984757, -73.97538295255644 40.76996201523774, -73.9753833216692 40.76996961106251, -73.97531664928479 40.770034380811616, -73.9752098201091 40.77003825525474, -73.97517827224297 40.770018495921505, -73.97512428411929 40.76998468118286, -73.97511850648975 40.769981062613326, -73.97511530006004 40.76993060131395, -73.9751131875585 40.769897369581585, -73.97515977691044 40.76985965484709, -73.9751871188952 40.7698375200618)))",Carousel,1083826,1951.0,04/10/2020,Constructed,276165,27.0,2100,64.0,0,0,1011110001,1011110001,Other (Man,{A246A8C4-A82A-4810-AE9C-5D2BE5EBB058},0,0
977587,"MULTIPOLYGON (((-73.96614748553668 40.783952568673556, -73.96598745490023 40.7839065311416, -73.96547113432068 40.78375799656359, -73.96536925780052 40.78372868708816, -73.96536592335546 40.78372772795247, -73.96546279935042 40.78359464759078, -73.96547384864682 40.78357947024657, -73.96548024704069 40.78357068146726, -73.96548285879946 40.78356709285041, -73.96548444150363 40.783564918613195, -73.9655231917708 40.783581216683416, -73.96609258339211 40.78382069389958, -73.9662766250554 40.783898098279664, -73.96636440273097 40.78393501567752, -73.9664409281527 40.78396720029835, -73.96643641483988 40.783973400737736, -73.96642942851058 40.78398299714818, -73.96642143092053 40.783993984538284, -73.96641162539348 40.78400745408354, -73.96639892479335 40.78402490119934, -73.96614748553668 40.783952568673556)))",86TH Street Shops,1083819,1932.0,04/10/2020,Constructed,575046,13.0,2100,114.0,0,0,1011110001,1011110001,Other (Man,{E8187F4E-FA37-4D2A-B1FE-EF70BF267D8B},0,0
983590,"MULTIPOLYGON (((-73.9808244917157 40.76924069343277, -73.98081006324873 40.769234964729115, -73.98075880271391 40.76921461290656, -73.98071153688817 40.76919584661605, -73.98073009550268 40.769168826513095, -73.98073863421348 40.76915639649054, -73.98073989499443 40.76915456057476, -73.9807471729214 40.76914396556684, -73.98076885027683 40.769112404739495, -73.98081488082448 40.76913068092718, -73.98086757788025 40.769151602982305, -73.98088261033251 40.769157571312974, -73.98088815409042 40.76915977216264, -73.98083083962631 40.76924321319723, -73.9808244917157 40.76924069343277)))",,1083806,,11/05/2021,Constructed,443226,8.0,1004,70.0,0,0,1011110001,1011110001,Other (Man,{6983ECA4-2C11-4F9C-A581-96D4C129F24E},0,0
985645,"MULTIPOLYGON (((-73.97090155172413 40.78061149474748, -73.97090105670462 40.78060569809152, -73.97091703683658 40.78060478451409, -73.97094544306292 40.78060316087055, -73.97096336375456 40.78058298874108, -73.97096528517544 40.78056687024053, -73.97096623637339 40.78055889113248, -73.97098262406163 40.780557864185404, -73.9709834331983 40.780557813961046, -73.97098327173127 40.78056678382019, -73.97098379340179 40.78057396365354, -73.97098311753844 40.78057537186838, -73.97098308474685 40.78057722149109, -73.97097992551701 40.780584852449465, -73.97098244813233 40.780586428062634, -73.97098733584478 40.78058948829833, -73.97098807486435 40.78058995044189, -73.97100366059853 40.78059969959659, -73.9710183391426 40.78060888210532, -73.9710242032631 40.78060863684243, -73.97117465052592 40.780602325134026, -73.97117447388389 40.780599887431094, -73.97117333511247 40.78058421661153, -73.97117581462733 40.78058411277358, -73.97126932420403 40.78058019012546, -73.97126992364713 40.78058016506085, -73.97127044298715 40.78058732688224, -73.9712709811756 40.78059473454534, -73.9712855182667 40.7805941240262, -73.97128122807536 40.78053503562192, -73.97127972186202 40.78051428227874, -73.97127008162956 40.78038149726045, -73.97126886512294 40.78036473681462, -73.97126688903577 40.78033751414741, -73.97124597126013 40.78032497664394, -73.97120116246508 40.78032685650872, -73.97117594330072 40.78032791459678, -73.97107657353082 40.78033208243601, -73.97107550733149 40.78033212719349, -73.97106489138545 40.78034110703559, -73.97105110890135 40.7803527659751, -73.97096770166004 40.78042332273407, -73.9709697398556 40.78043008781824, -73.97097035219998 40.78043850946683, -73.97097459686502 40.78043833133613, -73.9709756131172 40.78045231998948, -73.97095756588271 40.78045307726726, -73.97095753997836 40.780452715258974, -73.97095728091034 40.780449151907405, -73.97095654963431 40.78043908861373, -73.97095788712447 40.7804390322192, -73.97095846879634 40.78043900805223, -73.97095713457362 40.78043428908573, -73.970954925998 40.780429763506774, -73.97095188923029 40.780425524078616, -73.97094860803146 40.78042218869268, -73.9709480858341 40.7804216581654, -73.97094359396114 40.780418245931465, -73.97093850716854 40.78041535583844, -73.9709348066747 40.78041457777201, -73.970922052764 40.78041189736216, -73.97092230947325 40.780415431897154, -73.9709193217418 40.78041555721348, -73.97090672754148 40.78041608533076, -73.97089760915554 40.78041646754268, -73.97089727943766 40.78041193073055, -73.97089712047317 40.78040972806258, -73.9708970509947 40.780408777114985, -73.97089591229849 40.78039309098371, -73.97091313025045 40.780392368625876, -73.97101949251908 40.7803023938536, -73.97104960539299 40.78027692081864, -73.97107883226148 40.78027569446972, -73.97117638940998 40.780271602717846, -73.97128119550933 40.780267206519476, -73.97128172860843 40.78026718413977, -73.9712817333202 40.78026724627559, -73.97135599831371 40.780320235887444, -73.97139506063897 40.78031778001594, -73.97139805194614 40.78031759165302, -73.97140021825236 40.7803350898445, -73.97140509037912 40.780374444790496, -73.97141717337993 40.78037532757854, -73.97143464010166 40.78037459439847, -73.97144409104877 40.780504777805994, -73.9714544465101 40.78064740276883, -73.97128988736584 40.78065430565883, -73.97127396775029 40.780654973466, -73.9711370481447 40.780660716874266, -73.97100025646003 40.780666454749095, -73.97092640400591 40.78061529753633, -73.97091286511065 40.78061695104332, -73.97090212924496 40.78061826216533, -73.97090155172413 40.78061149474748)))",,1083816,1932.0,03/01/2021,Constructed,400224,13.6,2100,77.0,0,0,1011110001,1011110001,Photogramm,{509EA889-2CA8-417C-BD75-F6B8F2B95C1B},0,0
985755,"MULTIPOLYGON (((-73.96131668402666 40.78880752506017, -73.96128690992637 40.78873451145984, -73.96137083205414 40.788714741207016, -73.96140060623716 40.788787755686414, -73.96148484478113 40.78876791161565, -73.96151562239797 40.788843385667796, -73.96151637485988 40.78884523374674, -73.96151844531776 40.78885031146172, -73.96152051696022 40.78885539007757, -73.96152260989753 40.78886052363105, -73.96152665380063 40.78887043949514, -73.96132359576536 40.78891827277254, -73.96129106151885 40.78892593681859, -73.96128022387818 40.78892848969995, -73.96127941817934 40.78892651553147, -73.96127629003783 40.78891884311402, -73.96127321395419 40.78891129768456, -73.96127018164431 40.788903863031365, -73.96126907307136 40.788901144046854, -73.96123841520118 40.78882596263251, -73.96131668402666 40.78880752506017)))",,1083818,,08/22/2017,Constructed,460674,27.0,2100,115.0,0,0,1011110001,1011110001,Other (Man,{78F47DEB-D88E-40C9-B127-0FBFC3A2CF48},0,0
985761,"MULTIPOLYGON (((-73.97401359604676 40.76792549959698, -73.9740646051409 40.767887188356774, -73.97407699878315 40.76789672657911, -73.9741636371553 40.76796340492164, -73.97411262805976 40.76800171620529, -73.97402428463049 40.767933725406564, -73.97401359604676 40.76792549959698)))",,1083839,,08/10/2017,Constructed,1075239,11.0,2100,34.0,0,0,1011110001,1011110001,Other (Man,{BEC629BB-4CDF-45C7-B14E-99B66D6E7E26},0,0
986121,"MULTIPOLYGON (((-73.97081575060177 40.76836054079407, -73.97083295776767 40.76836923230955, -73.97084728385305 40.768376467879655, -73.97085727943168 40.76838151593002, -73.97085972237434 40.768382750237855, -73.97082876239035 40.76841818172227, -73.97080974626445 40.76843994567988, -73.9708048284013 40.76844557348177, -73.97065156018215 40.76836816057238, -73.9707064530515 40.768305337400456, -73.97081575060177 40.76836054079407)))",,1083835,,01/01/2015,Constructed,113380,15.02,2100,52.0,0,0,1011110001,1011110001,Photogramm,{CC4EA5C9-00B0-4204-8F1B-E313FF8B1A07},0,0
986226,"MULTIPOLYGON (((-73.97162194274736 40.76728886636168, -73.97145009519151 40.76721976697573, -73.97141567701122 40.76723168741503, -73.97137967712841 40.7672172118852, -73.9713620549547 40.76721012594488, -73.9713602909055 40.76718365609908, -73.97134914397846 40.767179173321466, -73.97140844491729 40.7670939247547, -73.97141622395628 40.767097053233954, -73.97145570444513 40.76708739341256, -73.97147201212874 40.76709395131805, -73.9715028606717 40.7671063552871, -73.97150570077628 40.76713982861487, -73.97167754818318 40.76720892881918, -73.97162194274736 40.76728886636168)))",,1083832,,03/13/2019,Constructed,847346,30.0,2100,46.0,0,0,1011110001,1011110001,Other (Man,{B9C9DEA3-8A05-40F1-A343-225EC95B5F9C},0,0
986309,"MULTIPOLYGON (((-73.96069160622913 40.78884766230466, -73.96070020304819 40.78883170656063, -73.96082874049713 40.788871713645214, -73.96082103801736 40.788886009179244, -73.96081986378707 40.78888818709156, -73.9608166874316 40.78889408339161, -73.96081347430703 40.78890004721666, -73.96081024932127 40.78890603264956, -73.96080701247475 40.788912038789874, -73.96080075346045 40.78892365672384, -73.96079630086533 40.788931920906386, -73.96066776331963 40.788891913785996, -73.96067187551861 40.78888428074331, -73.96067474705877 40.78887895165872, -73.96067864812952 40.7888717129631, -73.96068253140943 40.788864504878276, -73.96068637198951 40.788857375122326, -73.96069020782329 40.7888502561706, -73.96069160622913 40.78884766230466)))",,1089872,,08/22/2017,Constructed,45607,28.0,2100,119.0,0,0,1011110001,1011110001,Other (Man,{55F6B229-8752-4259-8EAE-C96BCFF6E358},0,0
986466,"MULTIPOLYGON (((-73.97583397499419 40.77029422265498, -73.97588323541275 40.77025914756566, -73.97592096495134 40.77028977437079, -73.97593465572749 40.770300887641106, -73.97597462093123 40.77033332940955, -73.97592536050593 40.770368404537514, -73.97584099799217 40.770299924313804, -73.97583397499419 40.77029422265498)))",,1083823,,08/22/2017,Constructed,659449,20.0,2100,59.0,0,0,1011110001,1011110001,Other (Man,{5DA809A4-D811-457A-9162-743625C796C8},0,0
986668,"MULTIPOLYGON (((-73.96914341545401 40.78004530603012, -73.96897413856088 40.780005141413056, -73.96896852162598 40.78000380895866, -73.96899176097149 40.779947215960355, -73.9690441303873 40.779959641659644, -73.96909756587928 40.7799723206621, -73.96910967233977 40.77994283967052, -73.96914752326684 40.77995182061182, -73.96913611654716 40.77997959894541, -73.96920545765029 40.77999605165814, -73.9691851632453 40.78004547839109, -73.96918152111337 40.78005434736196, -73.96916972813925 40.78005154904923, -73.96914341545401 40.78004530603012)))",,1083817,,08/10/2017,Constructed,215033,13.0,2100,104.0,0,0,1011110001,1011110001,Other (Man,{1C91269C-81FB-470D-958B-F436EA8B87EF},0,0
986698,"MULTIPOLYGON (((-73.96801293519876 40.775688555759494, -73.96823931948768 40.77568290108911, -73.96824017361786 40.77570264214289, -73.96816468650437 40.775704527676204, -73.96816508485658 40.77571372912202, -73.96816529105486 40.77571850814634, -73.96815428515525 40.77571878336046, -73.96801439259619 40.775722277285524, -73.96801405753384 40.775714527467024, -73.96801325620483 40.77569597508967, -73.96801293519876 40.775688555759494)))",,1088625,,08/22/2017,Constructed,292647,8.0,2100,64.0,0,0,1011110001,1011110001,Other (Man,{E9303CA1-E5B9-44A2-8FD1-445FD23C8F2D},0,0
986874,"MULTIPOLYGON (((-73.96977396455591 40.76993003439935, -73.96978783329486 40.769914578194516, -73.96981171134574 40.76991599644252, -73.96982838154764 40.769897418921516, -73.96986404788885 40.76991591739135, -73.96986458905984 40.76991619758944, -73.96985113273851 40.76993119375419, -73.96985105807968 40.769931277481476, -73.96985524557903 40.769951249040815, -73.96983989197084 40.76996835908969, -73.96982373479254 40.769970884373215, -73.96981653987265 40.76997200901835, -73.96980176100284 40.76998847985529, -73.96977249158647 40.76997330049923, -73.96976016070762 40.76996690549056, -73.96977686411866 40.76994829016468, -73.96977396455591 40.76993003439935)))",,1083807,,01/01/2015,Constructed,1255432,17.99524045,2100,82.0,0,0,1011110001,1011110001,Photogramm,{7267F8CC-914B-43BF-A513-B615CFB0C055},0,0
986899,"MULTIPOLYGON (((-73.96763585864946 40.778439770856046, -73.96754025097032 40.77837440532228, -73.96753086251591 40.77836798659876, -73.96756533462629 40.77833884975021, -73.96760021556373 40.778309369014295, -73.96763673308661 40.778278503754834, -73.96770188268046 40.77832304556695, -73.96768079628956 40.77834086779859, -73.96773594644209 40.77837857287446, -73.96777084770677 40.77840243424418, -73.96777331862938 40.77840034577005, -73.9677961435472 40.77838105438782, -73.96785154130016 40.77841892877176, -73.96785912267327 40.7784241123765, -73.96783882082475 40.77844127208593, -73.96779299674964 40.778480003396496, -73.96775547659722 40.77851171489606, -73.9677490427051 40.77851715302956, -73.96774073540286 40.778511473938174, -73.96767078122588 40.77846364757037, -73.96763585864946 40.778439770856046)))",,1088628,,08/22/2017,Constructed,386557,14.0,2100,105.0,0,0,1011110001,1011110001,Other (Man,{F969B513-B29D-4413-81A7-19C33181E1B3},0,0
987784,"MULTIPOLYGON (((-73.97028809394713 40.7729233470702, -73.97020138071551 40.77290438619928, -73.97019772098115 40.77291406115736, -73.97019608532976 40.7729137032346, -73.97008328582208 40.77288903804194, -73.97004994272157 40.77288174701228, -73.97005360247564 40.772872072058846, -73.96997861488374 40.77285567419698, -73.96996884007527 40.77285353745764, -73.96996969987124 40.772851263911676, -73.9699883568234 40.772801956327875, -73.9699925229708 40.772790943360675, -73.97026671386075 40.772850899691576, -73.970311776567 40.77286075380876, -73.97030516512467 40.772878226365656, -73.97028898338084 40.772920995185736, -73.97028809394713 40.7729233470702)))",,1083827,,08/22/2017,Constructed,728610,24.0,2100,92.0,0,0,1011110001,1011110001,Other (Man,{FA2054F0-0DCD-4E2D-A6AD-168BD6E878DB},0,0
989537,"MULTIPOLYGON (((-73.97708591762493 40.768472437589715, -73.9769539009284 40.76834851367368, -73.97697122810747 40.76833784436976, -73.97699859546702 40.76832099240946, -73.97700280356939 40.7683249428582, -73.97706977719076 40.768283701435806, -73.97706556908699 40.76827975098949, -73.97710931223537 40.76825281482, -73.9772413290314 40.768376738559716, -73.97719758585501 40.768403674778845, -73.97719265191213 40.76839904431338, -73.9771256782509 40.768440285806484, -73.97713061219217 40.76844491627475, -73.97709256844256 40.768468341621, -73.97708591762493 40.768472437589715)))",HECKSCHER Comfort,1088623,1932.0,07/02/2020,Constructed,99574,21.0,2100,58.0,0,0,1011110001,1011110001,Other (Man,{F4F964B1-2A5D-4678-A534-DD68BBF4D1C6},0,0
989538,"MULTIPOLYGON (((-73.96903986949178 40.78047377582521, -73.96914053359892 40.78032823578223, -73.96915433214993 40.78033375054865, -73.96923652536894 40.780366599419, -73.96920930653943 40.78040595128969, -73.96919216551703 40.780399101092485, -73.96914429627577 40.78046830897057, -73.96915956354653 40.78047441035625, -73.9691339852794 40.780511389824866, -73.96905795687475 40.780481004509916, -73.96903986949178 40.78047377582521)))",Delacorte Theater Women CS,1088627,1962.0,07/02/2020,Constructed,443386,21.0,2100,101.0,0,0,1011110001,1011110001,Other (Man,{C0B75BB2-BFC9-4ECE-8524-3340030348F4},0,0
992138,"MULTIPOLYGON (((-73.95915529716616 40.79119351136658, -73.95919974593372 40.79095638930106, -73.95920761525215 40.79091441075101, -73.95930067296055 40.79092448693185, -73.95933249546651 40.79092793267373, -73.9593274886305 40.790954646056655, -73.95929767696316 40.791113683737635, -73.95989864120835 40.791178752048104, -73.95990995245899 40.791118407140154, -73.959933458069 40.790993000804534, -73.95995636297468 40.79099548063867, -73.96000519984567 40.791000768225416, -73.96004626708572 40.79100521473241, -73.96005532692497 40.791006195816244, -73.96003922678858 40.791092088980456, -73.96001278895307 40.791233136012124, -73.96000301232014 40.79128529771312, -73.95996844925428 40.79128155494012, -73.9591562390495 40.79119361345692, -73.95915529716616 40.79119351136658)))",North Meadow Recreation Center,1083840,1932.0,03/16/2020,Constructed,605002,19.0,2100,92.0,0,0,1011110001,1011110001,Other (Man,{9B0E876C-8F3A-44B7-8FC6-977C36330A1F},0,0
1004139,"MULTIPOLYGON (((-73.96151149302482 40.78099654948317, -73.96155833242449 40.780932136006015, -73.96167039738104 40.780979220958, -73.96162356754063 40.781043622776885, -73.96151149302482 40.78099654948317)))",Ancient Playground Comfort Station,1089494,1936.0,04/10/2020,Constructed,1214800,18.0,2100,89.0,0,0,1011110001,1011110001,Other (Man,{25FF3084-C7B5-4970-B9DB-22157B56CC18},0,0
